ISOTime,wl,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
01/01/2019 18:00:00,0.99,35.89347084,20.23546693,1,0,8.942293,200.299911,11.723058,0.914625,0.928234,0.234536,169.071142,62.907114,10.672708,7.202129,0.187052,2.091747,12.246801,0.445041
01/01/2019 19:00:00,1.05,35.89504289,20.25014814,1,0,8.945918,200.339615,11.724348,0.914466,0.928411,0.234472,168.920076,62.892008,10.675299,7.194858,0.187532,2.092265,12.240325,0.44545
01/01/2019 20:00:00,1.02,35.89661494,20.26482934,1,0,8.949544,200.37932,11.725639,0.914306,0.928589,0.234408,168.769009,62.876901,10.677889,7.187586,0.188011,2.092784,12.233848,0.44586
01/01/2019 21:00:00,0.99,35.89818698,20.27951055,1,0,8.953169,200.419024,11.726929,0.914147,0.928766,0.234344,168.617943,62.861794,10.68048,7.180315,0.188491,2.093302,12.227372,0.446269
01/01/2019 22:00:00,0.88,35.89975903,20.29419176,1,0,8.956795,200.458729,11.72822,0.913988,0.928943,0.23428,168.466876,62.846688,10.68307,7.173044,0.188971,2.093821,12.220896,0.446679
01/01/2019 23:00:00,0.86,35.90133108,20.30887296,1,0,8.960421,200.498434,11.729511,0.913828,0.92912,0.234216,168.31581,62.831581,10.685661,7.165773,0.189451,2.094339,12.21442,0.447088
02/01/2019 00:00:00,0.8,35.90290313,20.32355417,1,0,8.964046,200.538138,11.730801,0.913669,0.929297,0.234152,168.164743,62.816474,10.688251,7.158502,0.189931,2.094858,12.207943,0.447498
02/01/2019 01:00:00,0.68,35.90240638,20.3252249,1,0,8.967672,200.577843,11.732092,0.913509,0.929474,0.234088,168.013677,62.801368,10.690842,7.151231,0.190411,2.095376,12.201467,0.447907
02/01/2019 02:00:00,0.68,35.90190962,20.32689562,1,0,8.971297,200.617547,11.733383,0.91335,0.929651,0.234024,167.86261,62.786261,10.693432,7.14396,0.19089,2.095895,12.194991,0.448317
02/01/2019 03:00:00,0.62,35.90141287,20.32856635,1,0,8.974923,200.657252,11.734673,0.91319,0.929828,0.23396,167.711543,62.771154,10.696023,7.136689,0.19137,2.096413,12.188515,0.448726
02/01/2019 04:00:00,0.55,35.90091612,20.33023707,1,0,8.978549,200.696956,11.735964,0.913031,0.930006,0.233896,167.560477,62.756048,10.698613,7.129418,0.19185,2.096932,12.182038,0.449136
02/01/2019 05:00:00,0.57,35.90041936,20.3319078,1,0,8.982174,200.736661,11.737255,0.912871,0.930183,0.233832,167.40941,62.740941,10.701204,7.122147,0.19233,2.097451,12.175562,0.449545
02/01/2019 06:00:00,0.62,35.89992261,20.33357852,1,0,8.9858,200.776366,11.738545,0.912712,0.93036,0.233768,167.258344,62.725834,10.703794,7.114876,0.19281,2.097969,12.169086,0.449955
02/01/2019 07:00:00,0.62,35.89942586,20.33524925,1,0,8.989425,200.81607,11.739836,0.912552,0.930537,0.233704,167.107277,62.710728,10.706385,7.107605,0.19329,2.098488,12.16261,0.450364
02/01/2019 08:00:00,0.64,35.8989291,20.33691997,1,0,8.993051,200.855775,11.741126,0.912393,0.930714,0.23364,166.956211,62.695621,10.708975,7.100334,0.19377,2.099006,12.156133,0.450773
02/01/2019 09:00:00,0.7,35.89843235,20.3385907,1,0,8.996677,200.895479,11.742417,0.912234,0.930891,0.233576,166.805144,62.680514,10.711566,7.093063,0.194249,2.099525,12.149657,0.451183
02/01/2019 10:00:00,0.7,35.8979356,20.34026142,1,0,8.998615,200.935184,11.743708,0.912074,0.931068,0.233512,166.724369,62.672437,10.714156,7.085792,0.194729,2.100069,12.143181,0.451592
02/01/2019 11:00:00,0.73,35.89743884,20.34193215,1,0,8.981997,200.930167,11.816789,0.911915,0.931245,0.233448,167.416794,62.741679,10.714286,7.096685,0.195838,2.1009,12.154131,0.452631
02/01/2019 12:00:00,0.81,35.89694209,20.34360288,1,0,8.965379,200.92238,11.893649,0.911755,0.931423,0.233384,168.109218,62.810922,10.714286,7.108534,0.196981,2.101731,12.165998,0.453703
02/01/2019 13:00:00,0.79,35.89644534,20.3452736,1,0,8.948761,200.914593,11.970509,0.911596,0.9316,0.23332,168.801643,62.880164,10.714286,7.120383,0.198123,2.102562,12.177864,0.454775
02/01/2019 14:00:00,0.83,35.89594858,20.34694433,1,0,8.932142,200.906806,12.047369,0.911436,0.931777,0.233256,169.494068,62.949407,10.714286,7.132232,0.199265,2.103393,12.189731,0.455847
02/01/2019 15:00:00,0.94,35.89545183,20.34861505,1,0,8.915524,200.899019,12.124229,0.911277,0.931954,0.233192,170.186493,63.018649,10.714286,7.144082,0.200407,2.104224,12.201598,0.456919
02/01/2019 16:00:00,0.99,35.89495508,20.35028578,1,0,8.898906,200.891232,12.20109,0.911117,0.932131,0.233128,170.878918,63.087892,10.714286,7.155931,0.201549,2.105055,12.213465,0.45799
02/01/2019 17:00:00,1.01,35.89445832,20.3519565,1,0,8.882288,200.883446,12.27795,0.910958,0.932308,0.233064,171.571343,63.157134,10.714286,7.16778,0.202692,2.105886,12.225332,0.459062
02/01/2019 18:00:00,1.07,35.89396157,20.35362723,1,0,8.86567,200.875659,12.35481,0.910798,0.932485,0.233,172.263768,63.226377,10.714286,7.179629,0.203834,2.106717,12.237199,0.460134
02/01/2019 19:00:00,1.16,35.89346482,20.35529795,1,0,8.849051,200.867872,12.43167,0.910639,0.932662,0.232936,172.956193,63.295619,10.714286,7.191478,0.204976,2.107547,12.249065,0.461206
02/01/2019 20:00:00,1.14,35.89296806,20.35696868,1,0,8.832433,200.860085,12.50853,0.91048,0.932839,0.232872,173.648617,63.364862,10.714286,7.203328,0.206118,2.108378,12.260932,0.462278
02/01/2019 21:00:00,1.06,35.89247131,20.3586394,1,0,8.815815,200.852298,12.58539,0.91032,0.933017,0.232808,174.341042,63.434104,10.714286,7.215177,0.207261,2.109209,12.272799,0.46335
02/01/2019 22:00:00,1.05,35.89197456,20.36031013,1,0,8.799197,200.844511,12.66225,0.910161,0.933194,0.232744,175.033467,63.503347,10.714286,7.227026,0.208403,2.11004,12.284666,0.464421
02/01/2019 23:00:00,0.89,35.8914778,20.36198085,1,0,8.782579,200.836724,12.73911,0.910001,0.933371,0.23268,175.725892,63.572589,10.714286,7.238875,0.209545,2.110871,12.296533,0.465493
03/01/2019 00:00:00,0.83,35.89098105,20.36365158,1,0,8.76596,200.828937,12.81597,0.909842,0.933548,0.232616,176.418317,63.641832,10.714286,7.250724,0.210687,2.111702,12.3084,0.466565
03/01/2019 01:00:00,0.82,35.89047919,20.35629348,1,0,8.749342,200.82115,12.89283,0.909682,0.933725,0.232552,177.110742,63.711074,10.714286,7.262574,0.211829,2.112533,12.320267,0.467637
03/01/2019 02:00:00,0.68,35.88997733,20.34893539,1,0,8.732724,200.813363,12.96969,0.909523,0.933902,0.232488,177.803167,63.780317,10.714286,7.274423,0.212972,2.113364,12.332133,0.468709
03/01/2019 03:00:00,0.6,35.88947548,20.34157729,1,0,8.716106,200.805576,13.04655,0.909363,0.934079,0.232424,178.495592,63.849559,10.714286,7.286272,0.214114,2.114195,12.344,0.469781
03/01/2019 04:00:00,0.58,35.88897362,20.3342192,1,0,8.699488,200.797789,13.12341,0.909204,0.934256,0.23236,179.188016,63.918802,10.714286,7.298121,0.215256,2.115026,12.355867,0.470853
03/01/2019 05:00:00,0.48,35.88847176,20.3268611,1,0,8.682869,200.790002,13.20027,0.909044,0.934434,0.232296,179.880441,63.988044,10.714286,7.30997,0.216398,2.115857,12.367734,0.471924
03/01/2019 06:00:00,0.52,35.8879699,20.31950301,1,0,8.666251,200.782215,13.27713,0.908885,0.934611,0.232232,180.572866,64.057287,10.714286,7.321819,0.217541,2.116687,12.379601,0.472996
03/01/2019 07:00:00,0.55,35.88746804,20.31214491,1,0,8.649633,200.774428,13.35399,0.908726,0.934788,0.232168,181.265291,64.126529,10.714286,7.333669,0.218683,2.117518,12.391468,0.474068
03/01/2019 08:00:00,0.59,35.88696619,20.30478682,1,0,8.633015,200.766641,13.43085,0.908566,0.934965,0.232104,181.957716,64.195772,10.714286,7.345518,0.219825,2.118349,12.403335,0.47514
03/01/2019 09:00:00,0.59,35.88646433,20.29742872,1,0,8.616397,200.758854,13.50771,0.908407,0.935142,0.23204,182.650141,64.265014,10.714286,7.357367,0.220967,2.11918,12.415201,0.476212
03/01/2019 10:00:00,0.65,35.88596247,20.29007063,1,0,8.599778,200.751067,13.58457,0.908247,0.935319,0.231976,183.342566,64.334257,10.714286,7.369216,0.22211,2.120011,12.427068,0.477284
03/01/2019 11:00:00,0.65,35.88546061,20.28271253,1,0,8.58316,200.74328,13.66143,0.908088,0.935496,0.231912,184.034991,64.403499,10.714286,7.381065,0.223252,2.120842,12.438935,0.478355
03/01/2019 12:00:00,0.67,35.88495876,20.27535444,1,0,8.566542,200.735493,13.738291,0.907928,0.935673,0.231848,184.727415,64.472742,10.714286,7.392915,0.224394,2.121673,12.450802,0.479427
03/01/2019 13:00:00,0.75,35.8844569,20.26799634,1,0,8.549924,200.727706,13.815151,0.907769,0.935851,0.231784,185.41984,64.541984,10.714286,7.404764,0.225536,2.122504,12.462669,0.480499
03/01/2019 14:00:00,0.74,35.88395504,20.26063824,1,0,8.533306,200.719919,13.892011,0.907609,0.936028,0.231721,186.112265,64.611227,10.714286,7.416613,0.226678,2.123335,12.474536,0.481571
03/01/2019 15:00:00,0.79,35.88345318,20.25328015,1,0,8.516687,200.712132,13.968871,0.90745,0.936205,0.231657,186.80469,64.680469,10.714286,7.428462,0.227821,2.124166,12.486403,0.482643
03/01/2019 16:00:00,0.88,35.88295132,20.24592205,1,0,8.500069,200.704345,14.045731,0.90729,0.936382,0.231593,187.497115,64.749711,10.714286,7.440311,0.228963,2.124997,12.498269,0.483715
03/01/2019 17:00:00,0.92,35.88244947,20.23856396,1,0,8.483451,200.696559,14.122591,0.907131,0.936559,0.231529,188.18954,64.818954,10.714286,7.452161,0.230105,2.125827,12.510136,0.484787
03/01/2019 18:00:00,0.95,35.88194761,20.23120586,1,0,8.466833,200.688772,14.199451,0.906972,0.936736,0.231465,188.881965,64.888196,10.714286,7.46401,0.231247,2.126658,12.522003,0.485858
03/01/2019 19:00:00,1.03,35.88144575,20.22384777,1,0,8.450215,200.680985,14.276311,0.906812,0.936913,0.231401,189.57439,64.957439,10.714286,7.475859,0.23239,2.127489,12.53387,0.48693
03/01/2019 20:00:00,1.02,35.88094389,20.21648967,1,0,8.433596,200.673198,14.353171,0.906653,0.93709,0.231337,190.266814,65.026681,10.714286,7.487708,0.233532,2.12832,12.545737,0.488002
03/01/2019 21:00:00,0.95,35.88044203,20.20913158,1,0,8.416978,200.665411,14.430031,0.906493,0.937268,0.231273,190.959239,65.095924,10.714286,7.499557,0.234674,2.129151,12.557604,0.489074
03/01/2019 22:00:00,0.9,35.87994018,20.20177348,1,0,8.40036,200.657624,14.506891,0.906334,0.937445,0.231209,191.651664,65.165166,10.714286,7.511406,0.235816,2.129982,12.569471,0.490146
03/01/2019 23:00:00,0.81,35.87943832,20.19441539,1,0,8.383742,200.649837,14.583751,0.906174,0.937622,0.231145,192.344089,65.234409,10.714286,7.523256,0.236958,2.130813,12.581337,0.491218
04/01/2019 00:00:00,0.68,35.87893646,20.18705729,1,0,8.367124,200.64205,14.660611,0.906015,0.937799,0.231081,193.036514,65.303651,10.714286,7.535105,0.238101,2.131644,12.593204,0.492289
04/01/2019 01:00:00,0.6,35.87866754,20.17953633,1,0,8.350505,200.634263,14.737471,0.905855,0.937976,0.231017,193.728939,65.372894,10.714286,7.546954,0.239243,2.132475,12.605071,0.493361
04/01/2019 02:00:00,0.46,35.87839861,20.17201536,1,0,8.333887,200.626476,14.814331,0.905696,0.938153,0.230953,194.421364,65.442136,10.714286,7.558803,0.240385,2.133306,12.616938,0.494433
04/01/2019 03:00:00,0.41,35.87812969,20.1644944,1,0,8.317269,200.618689,14.891191,0.905536,0.93833,0.230889,195.113788,65.511379,10.714286,7.570652,0.241527,2.134137,12.628805,0.495505
04/01/2019 04:00:00,0.32,35.87786077,20.15697344,1,0,8.300651,200.610902,14.968051,0.905377,0.938507,0.230825,195.806213,65.580621,10.714286,7.582502,0.24267,2.134967,12.640672,0.496577
04/01/2019 05:00:00,0.26,35.87759184,20.14945247,1,0,8.284033,200.603115,15.044911,0.905218,0.938685,0.230761,196.498638,65.649864,10.714286,7.594351,0.243812,2.135798,12.652539,0.497649
04/01/2019 06:00:00,0.31,35.87732292,20.14193151,1,0,8.267414,200.595328,15.121771,0.905058,0.938862,0.230697,197.191063,65.719106,10.714286,7.6062,0.244954,2.136629,12.664405,0.49872
04/01/2019 07:00:00,0.32,35.87705399,20.13441055,1,0,8.250796,200.587541,15.198631,0.904899,0.939039,0.230633,197.883488,65.788349,10.714286,7.618049,0.246096,2.13746,12.676272,0.499792
04/01/2019 08:00:00,0.33,35.87678507,20.12688958,1,0,8.234178,200.579754,15.275492,0.904739,0.939216,0.230569,198.575913,65.857591,10.714286,7.629898,0.247238,2.138291,12.688139,0.500864
04/01/2019 09:00:00,0.47,35.87651615,20.11936862,1,0,8.21756,200.571967,15.352352,0.90458,0.939393,0.230505,199.268338,65.926834,10.714286,7.641748,0.248381,2.139122,12.700006,0.501936
04/01/2019 10:00:00,0.44,35.87624722,20.11184766,1,0,8.200942,200.56418,15.429212,0.90442,0.93957,0.230441,199.960763,65.996076,10.714286,7.653597,0.249523,2.139953,12.711873,0.503008
04/01/2019 11:00:00,0.55,35.8759783,20.10432669,1,0,8.184324,200.556393,15.506072,0.904261,0.939747,0.230377,200.653187,66.065319,10.714286,7.665446,0.250665,2.140784,12.72374,0.50408
04/01/2019 12:00:00,0.53,35.87570938,20.09680573,1,0,8.167705,200.548606,15.582932,0.904101,0.939924,0.230313,201.345612,66.134561,10.714286,7.677295,0.251807,2.141615,12.735606,0.505152
04/01/2019 13:00:00,0.54,35.87544045,20.08928477,1,0,8.151087,200.540819,15.659792,0.903942,0.940101,0.230249,202.038037,66.203804,10.714286,7.689144,0.25295,2.142446,12.747473,0.506223
04/01/2019 14:00:00,0.63,35.87517153,20.0817638,1,0,8.134469,200.533032,15.736652,0.903782,0.940279,0.230185,202.730462,66.273046,10.714286,7.700993,0.254092,2.143277,12.75934,0.507295
04/01/2019 15:00:00,0.67,35.8749026,20.07424284,1,0,8.117851,200.525245,15.813512,0.903623,0.940456,0.230121,203.422887,66.342289,10.714286,7.712843,0.255234,2.144107,12.771207,0.508367
04/01/2019 16:00:00,0.7,35.87463368,20.06672188,1,0,8.101233,200.517459,15.890372,0.903464,0.940633,0.230057,204.115312,66.411531,10.714286,7.724692,0.256376,2.144938,12.783074,0.509439
04/01/2019 17:00:00,0.88,35.87436476,20.05920091,1,0,8.084614,200.509672,15.967232,0.903304,0.94081,0.229993,204.807737,66.480774,10.714286,7.736541,0.257518,2.145769,12.794941,0.510511
04/01/2019 18:00:00,0.89,35.87409583,20.05167995,1,0,8.067996,200.501885,16.044092,0.903145,0.940987,0.229929,205.500162,66.550016,10.714286,7.74839,0.258661,2.1466,12.806808,0.511583
04/01/2019 19:00:00,0.92,35.87382691,20.04415899,1,0,8.051378,200.494098,16.120952,0.902985,0.941164,0.229865,206.192586,66.619259,10.714286,7.760239,0.259803,2.147431,12.818674,0.512654
04/01/2019 20:00:00,0.96,35.87355799,20.03663802,1,0,8.03476,200.486311,16.197812,0.902826,0.941341,0.229801,206.885011,66.688501,10.714286,7.772089,0.260945,2.148262,12.830541,0.513726
04/01/2019 21:00:00,0.94,35.87328906,20.02911706,1,0,8.018142,200.478524,16.274672,0.902666,0.941518,0.229737,207.577436,66.757744,10.714286,7.783938,0.262087,2.149093,12.842408,0.514798
04/01/2019 22:00:00,0.85,35.87302014,20.0215961,1,0,8.001523,200.470737,16.351532,0.902507,0.941696,0.229673,208.269861,66.826986,10.714286,7.795787,0.26323,2.149924,12.854275,0.51587
04/01/2019 23:00:00,0.78,35.87275121,20.01407513,1,0,7.984905,200.46295,16.428392,0.902347,0.941873,0.229609,208.962286,66.896229,10.714286,7.807636,0.264372,2.150755,12.866142,0.516942
05/01/2019 00:00:00,0.62,35.87248229,20.00655417,1,0,7.968287,200.455163,16.505252,0.902188,0.94205,0.229545,209.654711,66.965471,10.714286,7.819485,0.265514,2.151586,12.878009,0.518014
05/01/2019 01:00:00,0.54,35.87177686,20.00093659,1,0,7.951669,200.447376,16.582112,0.902028,0.942227,0.229481,210.347136,67.034714,10.714286,7.831334,0.266656,2.152417,12.889876,0.519086
05/01/2019 02:00:00,0.41,35.87107144,19.99531901,1,0,7.935051,200.439589,16.658972,0.901869,0.942404,0.229417,211.039561,67.103956,10.714286,7.843184,0.267799,2.153247,12.901742,0.520157
05/01/2019 03:00:00,0.28,35.87036601,19.98970144,1,0,7.918432,200.431802,16.735833,0.90171,0.942581,0.229353,211.731985,67.173199,10.714286,7.855033,0.268941,2.154078,12.913609,0.521229
05/01/2019 04:00:00,0.24,35.86966059,19.98408386,1,0,7.901814,200.424015,16.812693,0.90155,0.942758,0.229289,212.42441,67.242441,10.714286,7.866882,0.270083,2.154909,12.925476,0.522301
05/01/2019 05:00:00,0.2,35.86895516,19.97846628,1,0,7.885196,200.416228,16.889553,0.901391,0.942935,0.229225,213.116835,67.311684,10.714286,7.878731,0.271225,2.15574,12.937343,0.523373
05/01/2019 06:00:00,0.21,35.86824974,19.9728487,1,0,7.868578,200.408441,16.966413,0.901231,0.943113,0.229161,213.80926,67.380926,10.714286,7.89058,0.272367,2.156571,12.94921,0.524445
05/01/2019 07:00:00,0.23,35.86754431,19.96723112,1,0,7.85196,200.400654,17.043273,0.901072,0.94329,0.229097,214.501685,67.450168,10.714286,7.90243,0.27351,2.157402,12.961077,0.525517
05/01/2019 08:00:00,0.23,35.86683889,19.96161354,1,0,7.835341,200.392867,17.120133,0.900912,0.943467,0.229033,215.19411,67.519411,10.714286,7.914279,0.274652,2.158233,12.972944,0.526588
05/01/2019 09:00:00,0.32,35.86613346,19.95599597,1,0,7.818723,200.38508,17.196993,0.900753,0.943644,0.228969,215.886535,67.588653,10.714286,7.926128,0.275794,2.159064,12.98481,0.52766
05/01/2019 10:00:00,0.4,35.86542804,19.95037839,1,0,7.802105,200.377293,17.273853,0.900593,0.943821,0.228905,216.57896,67.657896,10.714286,7.937977,0.276936,2.159895,12.996677,0.528732
05/01/2019 11:00:00,0.45,35.86472261,19.94476081,1,0,7.785487,200.369506,17.350713,0.900434,0.943998,0.228841,217.271384,67.727138,10.714286,7.949826,0.278079,2.160726,13.008544,0.529804
05/01/2019 12:00:00,0.45,35.86401719,19.93914323,1,0,7.768869,200.361719,17.427573,0.900274,0.944175,0.228777,217.963809,67.796381,10.714286,7.961676,0.279221,2.161557,13.020411,0.530876
05/01/2019 13:00:00,0.52,35.86331176,19.93352565,1,0,7.75225,200.353932,17.504433,0.900115,0.944352,0.228713,218.656234,67.865623,10.714286,7.973525,0.280363,2.162387,13.032278,0.531948
05/01/2019 14:00:00,0.46,35.86260633,19.92790807,1,0,7.735632,200.346145,17.581293,0.899956,0.94453,0.228649,219.348659,67.934866,10.714286,7.985374,0.281505,2.163218,13.044145,0.53302
05/01/2019 15:00:00,0.56,35.86190091,19.9222905,1,0,7.719014,200.338358,17.658153,0.899796,0.944707,0.228585,220.041084,68.004108,10.714286,7.997223,0.282647,2.164049,13.056012,0.534091
05/01/2019 16:00:00,0.66,35.86119548,19.91667292,1,0,7.702396,200.330572,17.735013,0.899637,0.944884,0.228521,220.733509,68.073351,10.714286,8.009072,0.28379,2.16488,13.067878,0.535163
05/01/2019 17:00:00,0.72,35.86049006,19.91105534,1,0,7.685778,200.322785,17.811873,0.899477,0.945061,0.228457,221.425934,68.142593,10.714286,8.020921,0.284932,2.165711,13.079745,0.536235
05/01/2019 18:00:00,0.82,35.85978463,19.90543776,1,0,7.669159,200.314998,17.888733,0.899318,0.945238,0.228393,222.118358,68.211836,10.714286,8.032771,0.286074,2.166542,13.091612,0.537307
05/01/2019 19:00:00,0.87,35.85907921,19.89982018,1,0,7.652541,200.307211,17.965593,0.899158,0.945415,0.228329,222.810783,68.281078,10.714286,8.04462,0.287216,2.167373,13.103479,0.538379
05/01/2019 20:00:00,0.9,35.85837378,19.8942026,1,0,7.635923,200.299424,18.042453,0.898999,0.945592,0.228265,223.503208,68.350321,10.714286,8.056469,0.288359,2.168204,13.115346,0.539451
05/01/2019 21:00:00,0.95,35.85766836,19.88858503,1,0,7.619305,200.291637,18.119313,0.898839,0.945769,0.228202,224.195633,68.419563,10.714286,8.068318,0.289501,2.169035,13.127213,0.540522
05/01/2019 22:00:00,0.89,35.85696293,19.88296745,1,0,7.602687,200.28385,18.196173,0.89868,0.945947,0.228138,224.888058,68.488806,10.714286,8.080167,0.290643,2.169866,13.13908,0.541594
05/01/2019 23:00:00,0.81,35.85625751,19.87734987,1,0,7.586068,200.276063,18.273034,0.89852,0.946124,0.228074,225.580483,68.558048,10.714286,8.092017,0.291785,2.170697,13.150946,0.542666
06/01/2019 00:00:00,0.73,35.85555208,19.87173229,1,0,7.56945,200.268276,18.349894,0.898361,0.946301,0.22801,226.272908,68.627291,10.714286,8.103866,0.292927,2.171527,13.162813,0.543738
06/01/2019 01:00:00,0.6,35.85583272,19.87647548,1,0,7.552832,200.260489,18.426754,0.898202,0.946478,0.227946,226.965333,68.696533,10.714286,8.115715,0.29407,2.172358,13.17468,0.54481
06/01/2019 02:00:00,0.52,35.85611337,19.88121866,1,0,7.536214,200.252702,18.503614,0.898042,0.946655,0.227882,227.657757,68.765776,10.714286,8.127564,0.295212,2.173189,13.186547,0.545882
06/01/2019 03:00:00,0.43,35.85639401,19.88596185,1,0,7.519596,200.244915,18.580474,0.897883,0.946832,0.227818,228.350182,68.835018,10.714286,8.139413,0.296354,2.17402,13.198414,0.546954
06/01/2019 04:00:00,0.26,35.85667465,19.89070503,1,0,7.502977,200.237128,18.657334,0.897723,0.947009,0.227754,229.042607,68.904261,10.714286,8.151263,0.297496,2.174851,13.210281,0.548025
06/01/2019 05:00:00,0.19,35.85695529,19.89544822,1,0,7.486359,200.229341,18.734194,0.897564,0.947186,0.22769,229.735032,68.973503,10.714286,8.163112,0.298639,2.175682,13.222148,0.549097
06/01/2019 06:00:00,0.28,35.85723594,19.90019141,1,0,7.469741,200.221554,18.811054,0.897404,0.947363,0.227626,230.427457,69.042746,10.714286,8.174961,0.299781,2.176513,13.234014,0.550169
06/01/2019 07:00:00,0.18,35.85751658,19.90493459,1,0,7.453123,200.213767,18.887914,0.897245,0.947541,0.227562,231.119882,69.111988,10.714286,8.18681,0.300923,2.177344,13.245881,0.551241
06/01/2019 08:00:00,0.28,35.85779722,19.90967778,1,0,7.436505,200.20598,18.964774,0.897085,0.947718,0.227498,231.812307,69.181231,10.714286,8.198659,0.302065,2.178175,13.257748,0.552313
06/01/2019 09:00:00,0.41,35.85807786,19.91442096,1,0,7.419886,200.198193,19.041634,0.896926,0.947895,0.227434,232.504732,69.250473,10.714286,8.210508,0.303207,2.179006,13.269615,0.553385
06/01/2019 10:00:00,0.39,35.85835851,19.91916415,1,0,7.403268,200.190406,19.118494,0.896766,0.948072,0.22737,233.197156,69.319716,10.714286,8.222358,0.30435,2.179837,13.281482,0.554456
06/01/2019 11:00:00,0.46,35.85863915,19.92390733,1,0,7.38665,200.182619,19.195354,0.896607,0.948249,0.227306,233.889581,69.388958,10.714286,8.234207,0.305492,2.180667,13.293349,0.555528
06/01/2019 12:00:00,0.51,35.85891979,19.92865052,1,0,7.370032,200.174832,19.272214,0.896448,0.948426,0.227242,234.582006,69.458201,10.714286,8.246056,0.306634,2.181498,13.305215,0.5566
06/01/2019 13:00:00,0.5,35.85920043,19.93339371,1,0,7.353414,200.167045,19.349074,0.896288,0.948603,0.227178,235.274431,69.527443,10.714286,8.257905,0.307776,2.182329,13.317082,0.557672
