ISOTime,wl,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
03/03/2019 11:00:00,0.64,35.92641719,21.21109983,1,0,11.820437,185.758191,25.013439,0.820197,0.98865,0.193548,166.666667,62.666667,13.289192,9.110317,0.165696,2.974673,14.905921,0.378599
03/03/2019 12:00:00,0.66,35.92706875,21.21058438,1,0,11.845428,185.880509,25.026285,0.82025,0.988522,0.193548,166.666667,62.666667,13.295142,9.11059,0.165875,2.975862,14.907904,0.378778
03/03/2019 13:00:00,0.67,35.92772031,21.21006892,1,0,11.870418,186.002828,25.039131,0.820304,0.988394,0.193548,166.666667,62.666667,13.301092,9.110862,0.166054,2.977051,14.909888,0.378958
03/03/2019 14:00:00,0.72,35.92837188,21.20955347,1,0,11.895409,186.125146,25.051978,0.820357,0.988267,0.193548,166.666667,62.666667,13.307042,9.111135,0.166234,2.97824,14.911871,0.379137
03/03/2019 15:00:00,0.71,35.92902344,21.20903802,1,0,11.9204,186.247464,25.064824,0.82041,0.988139,0.193548,166.666667,62.666667,13.312993,9.111408,0.166413,2.979429,14.913855,0.379316
03/03/2019 16:00:00,0.83,35.929675,21.20852257,1,0,11.945391,186.369783,25.07767,0.820463,0.988011,0.193548,166.666667,62.666667,13.318943,9.111681,0.166592,2.980618,14.915838,0.379495
03/03/2019 17:00:00,0.82,35.93032656,21.20800712,1,0,11.970381,186.492101,25.090516,0.820516,0.987884,0.193548,166.666667,62.666667,13.324893,9.111954,0.166771,2.981807,14.917821,0.379674
03/03/2019 18:00:00,0.91,35.93097813,21.20749167,1,0,11.995372,186.614419,25.103362,0.820569,0.987756,0.193548,166.666667,62.666667,13.330843,9.112226,0.16695,2.982996,14.919805,0.379853
03/03/2019 19:00:00,0.97,35.93162969,21.20697622,1,0,12.020363,186.736737,25.116208,0.820623,0.987628,0.193548,166.666667,62.666667,13.336793,9.112499,0.167129,2.984185,14.921788,0.380032
03/03/2019 20:00:00,0.92,35.93228125,21.20646077,1,0,12.045354,186.859056,25.129055,0.820676,0.987501,0.193548,166.666667,62.666667,13.342743,9.112772,0.167308,2.985375,14.923772,0.380212
03/03/2019 21:00:00,0.89,35.93293281,21.20594531,1,0,12.070344,186.981374,25.141901,0.820729,0.987373,0.193548,166.666667,62.666667,13.348694,9.113045,0.167488,2.986564,14.925755,0.380391
03/03/2019 22:00:00,0.9,35.93358438,21.20542986,1,0,12.095335,187.103692,25.154747,0.820782,0.987246,0.193548,166.666667,62.666667,13.354644,9.113318,0.167667,2.987753,14.927738,0.38057
03/03/2019 23:00:00,0.78,35.93423594,21.20491441,1,0,12.120326,187.226011,25.167593,0.820835,0.987118,0.193548,166.666667,62.666667,13.360594,9.11359,0.167846,2.988942,14.929722,0.380749
04/03/2019 00:00:00,0.68,35.9348875,21.20439896,1,0,12.145317,187.348329,25.180439,0.820888,0.98699,0.193548,166.666667,62.666667,13.366544,9.113863,0.168025,2.990131,14.931705,0.380928
04/03/2019 01:00:00,0.63,35.93513702,21.20336072,1,0,12.170307,187.470647,25.193285,0.820942,0.986863,0.193548,166.666667,62.666667,13.372494,9.114136,0.168204,2.99132,14.933689,0.381107
04/03/2019 02:00:00,0.5,35.93538655,21.20232248,1,0,12.195298,187.592965,25.206132,0.820995,0.986735,0.193548,166.666667,62.666667,13.378444,9.114409,0.168383,2.992509,14.935672,0.381287
04/03/2019 03:00:00,0.47,35.93563607,21.20128425,1,0,12.220289,187.715284,25.218978,0.821048,0.986607,0.193548,166.666667,62.666667,13.384395,9.114682,0.168562,2.993698,14.937655,0.381466
04/03/2019 04:00:00,0.43,35.93588559,21.20024601,1,0,12.24528,187.837602,25.231824,0.821101,0.98648,0.193548,166.666667,62.666667,13.390345,9.114954,0.168742,2.994887,14.939639,0.381645
04/03/2019 05:00:00,0.43,35.93613511,21.19920777,1,0,12.27027,187.95992,25.24467,0.821154,0.986352,0.193548,166.666667,62.666667,13.396295,9.115227,0.168921,2.996076,14.941622,0.381824
04/03/2019 06:00:00,0.46,35.93638464,21.19816953,1,0,12.295261,188.082239,25.257516,0.821207,0.986224,0.193548,166.666667,62.666667,13.402245,9.1155,0.1691,2.997265,14.943606,0.382003
04/03/2019 07:00:00,0.54,35.93663416,21.19713129,1,0,12.320252,188.204557,25.270362,0.821261,0.986097,0.193548,166.666667,62.666667,13.408195,9.115773,0.169279,2.998454,14.945589,0.382182
04/03/2019 08:00:00,0.55,35.93688368,21.19609306,1,0,12.345243,188.326875,25.283209,0.821314,0.985969,0.193548,166.666667,62.666667,13.414146,9.116046,0.169458,2.999643,14.947572,0.382361
04/03/2019 09:00:00,0.62,35.9371332,21.19505482,1,0,12.370233,188.449194,25.296055,0.821367,0.985841,0.193548,166.666667,62.666667,13.420096,9.116319,0.169637,3.000832,14.949556,0.382541
04/03/2019 10:00:00,0.67,35.93738273,21.19401658,1,0,12.395224,188.571512,25.308901,0.82142,0.985714,0.193548,166.666667,62.666667,13.426046,9.116591,0.169816,3.002021,14.951539,0.38272
04/03/2019 11:00:00,0.63,35.93763225,21.19297834,1,0,12.420215,188.69383,25.321747,0.821473,0.985586,0.193548,166.666667,62.666667,13.431996,9.116864,0.169996,3.00321,14.953523,0.382899
04/03/2019 12:00:00,0.66,35.93788177,21.19194011,1,0,12.445205,188.816148,25.334593,0.821526,0.985459,0.193548,166.666667,62.666667,13.437946,9.117137,0.170175,3.0044,14.955506,0.383078
04/03/2019 13:00:00,0.66,35.93813129,21.19090187,1,0,12.470196,188.938467,25.34744,0.82158,0.985331,0.193548,166.666667,62.666667,13.443896,9.11741,0.170354,3.005589,14.957489,0.383257
04/03/2019 14:00:00,0.66,35.93838082,21.18986363,1,0,12.495187,189.060785,25.360286,0.821633,0.985203,0.193548,166.666667,62.666667,13.449847,9.117683,0.170533,3.006778,14.959473,0.383436
04/03/2019 15:00:00,0.74,35.93863034,21.18882539,1,0,12.520178,189.183103,25.373132,0.821686,0.985076,0.193548,166.666667,62.666667,13.455797,9.117955,0.170712,3.007967,14.961456,0.383615
04/03/2019 16:00:00,0.8,35.93887986,21.18778715,1,0,12.545168,189.305422,25.385978,0.821739,0.984948,0.193548,166.666667,62.666667,13.461747,9.118228,0.170891,3.009156,14.963439,0.383795
04/03/2019 17:00:00,0.76,35.93912938,21.18674892,1,0,12.570159,189.42774,25.398824,0.821792,0.98482,0.193548,166.666667,62.666667,13.467697,9.118501,0.17107,3.010345,14.965423,0.383974
04/03/2019 18:00:00,0.9,35.93937891,21.18571068,1,0,12.59515,189.550058,25.41167,0.821846,0.984693,0.193548,166.666667,62.666667,13.473647,9.118774,0.17125,3.011534,14.967406,0.384153
04/03/2019 19:00:00,0.93,35.93962843,21.18467244,1,0,12.620141,189.672377,25.424517,0.821899,0.984565,0.193548,166.666667,62.666667,13.479598,9.119047,0.171429,3.012723,14.96939,0.384332
04/03/2019 20:00:00,0.93,35.93987795,21.1836342,1,0,12.645131,189.794695,25.437363,0.821952,0.984437,0.193548,166.666667,62.666667,13.485548,9.119319,0.171608,3.013912,14.971373,0.384511
04/03/2019 21:00:00,0.96,35.94012747,21.18259596,1,0,12.670122,189.917013,25.450209,0.822005,0.98431,0.193548,166.666667,62.666667,13.491498,9.119592,0.171787,3.015101,14.973356,0.38469
04/03/2019 22:00:00,0.87,35.940377,21.18155773,1,0,12.695113,190.039331,25.463055,0.822058,0.984182,0.193548,166.666667,62.666667,13.497448,9.119865,0.171966,3.01629,14.97534,0.384869
04/03/2019 23:00:00,0.85,35.94062652,21.18051949,1,0,12.720104,190.16165,25.475901,0.822111,0.984055,0.193548,166.666667,62.666667,13.503398,9.120138,0.172145,3.017479,14.977323,0.385049
05/03/2019 00:00:00,0.73,35.94087604,21.17948125,1,0,12.745094,190.283968,25.488747,0.822165,0.983927,0.193548,166.666667,62.666667,13.509348,9.120411,0.172324,3.018668,14.979307,0.385228
05/03/2019 01:00:00,0.63,35.94045343,21.17941849,1,0,12.770085,190.406286,25.501594,0.822218,0.983799,0.193548,166.666667,62.666667,13.515299,9.120683,0.172504,3.019857,14.98129,0.385407
05/03/2019 02:00:00,0.56,35.94003081,21.17935573,1,0,12.795076,190.528605,25.51444,0.822271,0.983672,0.193548,166.666667,62.666667,13.521249,9.120956,0.172683,3.021046,14.983273,0.385586
05/03/2019 03:00:00,0.52,35.9396082,21.17929297,1,0,12.820067,190.650923,25.527286,0.822324,0.983544,0.193548,166.666667,62.666667,13.527199,9.121229,0.172862,3.022235,14.985257,0.385765
05/03/2019 04:00:00,0.44,35.93918559,21.17923021,1,0,12.845057,190.773241,25.540132,0.822377,0.983416,0.193548,166.666667,62.666667,13.533149,9.121502,0.173041,3.023424,14.98724,0.385944
05/03/2019 05:00:00,0.45,35.93876298,21.17916745,1,0,12.870048,190.895559,25.552978,0.82243,0.983289,0.193548,166.666667,62.666667,13.539099,9.121775,0.17322,3.024614,14.989224,0.386123
05/03/2019 06:00:00,0.4,35.93834036,21.17910469,1,0,12.895039,191.017878,25.565824,0.822484,0.983161,0.193548,166.666667,62.666667,13.545049,9.122047,0.173399,3.025803,14.991207,0.386303
05/03/2019 07:00:00,0.45,35.93791775,21.17904193,1,0,12.92003,191.140196,25.578671,0.822537,0.983033,0.193548,166.666667,62.666667,13.551,9.12232,0.173578,3.026992,14.99319,0.386482
05/03/2019 08:00:00,0.59,35.93749514,21.17897917,1,0,12.94502,191.262514,25.591517,0.82259,0.982906,0.193548,166.666667,62.666667,13.55695,9.122593,0.173758,3.028181,14.995174,0.386661
05/03/2019 09:00:00,0.62,35.93707252,21.17891641,1,0,12.970011,191.384833,25.604363,0.822643,0.982778,0.193548,166.666667,62.666667,13.5629,9.122866,0.173937,3.02937,14.997157,0.38684
05/03/2019 10:00:00,0.66,35.93664991,21.17885365,1,0,12.995002,191.507151,25.617209,0.822696,0.982651,0.193548,166.666667,62.666667,13.56885,9.123139,0.174116,3.030559,14.999141,0.387019
05/03/2019 11:00:00,0.7,35.9362273,21.17879089,1,0,12.982037,191.50476,25.640891,0.822749,0.982523,0.193714,166.880513,62.688051,13.562339,9.120832,0.174129,3.031748,14.994806,0.387214
05/03/2019 12:00:00,0.7,35.93580469,21.17872813,1,0,12.959583,191.3993,25.672859,0.822803,0.982395,0.193921,167.147821,62.714782,13.546298,9.116552,0.174108,3.032937,14.985639,0.387421
05/03/2019 13:00:00,0.66,35.93538207,21.17866536,1,0,12.937129,191.293839,25.704827,0.822856,0.982268,0.194128,167.41513,62.741513,13.530257,9.112273,0.174088,3.034126,14.976473,0.387628
05/03/2019 14:00:00,0.67,35.93495946,21.1786026,1,0,12.914675,191.188378,25.736795,0.822909,0.98214,0.194334,167.682438,62.768244,13.514215,9.107993,0.174067,3.035315,14.967307,0.387835
05/03/2019 15:00:00,0.73,35.93453685,21.17853984,1,0,12.892221,191.082917,25.768763,0.822962,0.982012,0.194541,167.949746,62.794975,13.498174,9.103714,0.174047,3.036504,14.95814,0.388042
05/03/2019 16:00:00,0.76,35.93411423,21.17847708,1,0,12.869767,190.977457,25.800731,0.823015,0.981885,0.194748,168.217054,62.821705,13.482133,9.099434,0.174026,3.037693,14.948974,0.388249
05/03/2019 17:00:00,0.82,35.93369162,21.17841432,1,0,12.847314,190.871996,25.832699,0.823068,0.981757,0.194955,168.484362,62.848436,13.466092,9.095155,0.174006,3.038882,14.939808,0.388456
05/03/2019 18:00:00,0.94,35.93326901,21.17835156,1,0,12.82486,190.766535,25.864667,0.823122,0.981629,0.195162,168.751671,62.875167,13.450051,9.090875,0.173985,3.040071,14.930641,0.388663
05/03/2019 19:00:00,0.94,35.93284639,21.1782888,1,0,12.802406,190.661075,25.896635,0.823175,0.981502,0.195368,169.018979,62.901898,13.43401,9.086596,0.173965,3.04126,14.921475,0.38887
05/03/2019 20:00:00,1.05,35.93242378,21.17822604,1,0,12.779952,190.555614,25.928603,0.823228,0.981374,0.195575,169.286287,62.928629,13.417969,9.082316,0.173944,3.042449,14.912309,0.389077
05/03/2019 21:00:00,0.97,35.93200117,21.17816328,1,0,12.757498,190.450153,25.960571,0.823281,0.981247,0.195782,169.553595,62.95536,13.401928,9.078036,0.173924,3.043639,14.903143,0.389284
05/03/2019 22:00:00,0.97,35.93157856,21.17810052,1,0,12.735044,190.344692,25.992539,0.823334,0.981119,0.195989,169.820904,62.98209,13.385887,9.073757,0.173903,3.044828,14.893976,0.389491
05/03/2019 23:00:00,1.01,35.93115594,21.17803776,1,0,12.71259,190.239232,26.024506,0.823387,0.980991,0.196196,170.088212,63.008821,13.369846,9.069477,0.173882,3.046017,14.88481,0.389698
06/03/2019 00:00:00,0.84,35.93073333,21.177975,1,0,12.690136,190.133771,26.056474,0.823441,0.980864,0.196403,170.35552,63.035552,13.353805,9.065198,0.173862,3.047206,14.875644,0.389905
06/03/2019 01:00:00,0.76,35.92817218,21.18150525,1,0,12.667682,190.02831,26.088442,0.823494,0.980736,0.196609,170.622828,63.062283,13.337764,9.060918,0.173841,3.048395,14.866477,0.390112
06/03/2019 02:00:00,0.7,35.92561102,21.1850355,1,0,12.645229,189.92285,26.12041,0.823547,0.980608,0.196816,170.890136,63.089014,13.321723,9.056639,0.173821,3.049584,14.857311,0.390319
06/03/2019 03:00:00,0.61,35.92304987,21.18856576,1,0,12.622775,189.817389,26.152378,0.8236,0.980481,0.197023,171.157445,63.115744,13.305682,9.052359,0.1738,3.050773,14.848145,0.390526
06/03/2019 04:00:00,0.61,35.92048871,21.19209601,1,0,12.600321,189.711928,26.184346,0.823653,0.980353,0.19723,171.424753,63.142475,13.289641,9.04808,0.17378,3.051962,14.838978,0.390733
06/03/2019 05:00:00,0.6,35.91792756,21.19562626,1,0,12.577867,189.606467,26.216314,0.823706,0.980225,0.197437,171.692061,63.169206,13.273599,9.0438,0.173759,3.053151,14.829812,0.39094
06/03/2019 06:00:00,0.61,35.91536641,21.19915651,1,0,12.555413,189.501007,26.248282,0.82376,0.980098,0.197644,171.959369,63.195937,13.257558,9.039521,0.173739,3.05434,14.820646,0.391147
06/03/2019 07:00:00,0.65,35.91280525,21.20268676,1,0,12.532959,189.395546,26.28025,0.823813,0.97997,0.19785,172.226677,63.222668,13.241517,9.035241,0.173718,3.055529,14.811479,0.391354
06/03/2019 08:00:00,0.74,35.9102441,21.20621701,1,0,12.510505,189.290085,26.312218,0.823866,0.979843,0.198057,172.493986,63.249399,13.225476,9.030962,0.173698,3.056718,14.802313,0.391561
06/03/2019 09:00:00,0.82,35.90768294,21.20974727,1,0,12.488051,189.184624,26.344186,0.823919,0.979715,0.198264,172.761294,63.276129,13.209435,9.026682,0.173677,3.057907,14.793147,0.391768
06/03/2019 10:00:00,0.83,35.90512179,21.21327752,1,0,12.465597,189.079164,26.376154,0.823972,0.979587,0.198471,173.028602,63.30286,13.193394,9.022403,0.173657,3.059096,14.78398,0.391975
06/03/2019 11:00:00,0.89,35.90256063,21.21680777,1,0,12.443144,188.973703,26.408122,0.824025,0.97946,0.198678,173.29591,63.329591,13.177353,9.018123,0.173636,3.060285,14.774814,0.392182
06/03/2019 12:00:00,0.8,35.89999948,21.22033802,1,0,12.42069,188.868242,26.44009,0.824079,0.979332,0.198885,173.563218,63.356322,13.161312,9.013843,0.173616,3.061474,14.765648,0.392389
06/03/2019 13:00:00,0.83,35.89743833,21.22386827,1,0,12.398236,188.762782,26.472058,0.824132,0.979204,0.199091,173.830527,63.383053,13.145271,9.009564,0.173595,3.062663,14.756481,0.392596
06/03/2019 14:00:00,0.85,35.89487717,21.22739852,1,0,12.375782,188.657321,26.504026,0.824185,0.979077,0.199298,174.097835,63.409783,13.12923,9.005284,0.173575,3.063853,14.747315,0.392803
06/03/2019 15:00:00,0.77,35.89231602,21.23092878,1,0,12.353328,188.55186,26.535994,0.824238,0.978949,0.199505,174.365143,63.436514,13.113189,9.001005,0.173554,3.065042,14.738149,0.39301
06/03/2019 16:00:00,0.91,35.88975486,21.23445903,1,0,12.330874,188.446399,26.567962,0.824291,0.978821,0.199712,174.632451,63.463245,13.097148,8.996725,0.173534,3.066231,14.728982,0.393217
06/03/2019 17:00:00,0.94,35.88719371,21.23798928,1,0,12.30842,188.340939,26.59993,0.824344,0.978694,0.199919,174.899759,63.489976,13.081107,8.992446,0.173513,3.06742,14.719816,0.393424
06/03/2019 18:00:00,0.93,35.88463256,21.24151953,1,0,12.285966,188.235478,26.631898,0.824398,0.978566,0.200125,175.167068,63.516707,13.065066,8.988166,0.173492,3.068609,14.71065,0.39363
06/03/2019 19:00:00,1.1,35.8820714,21.24504978,1,0,12.263512,188.130017,26.663866,0.824451,0.978439,0.200332,175.434376,63.543438,13.049025,8.983887,0.173472,3.069798,14.701483,0.393837
06/03/2019 20:00:00,1.15,35.87951025,21.24858003,1,0,12.241059,188.024557,26.695834,0.824504,0.978311,0.200539,175.701684,63.570168,13.032983,8.979607,0.173451,3.070987,14.692317,0.394044
06/03/2019 21:00:00,1.12,35.87694909,21.25211029,1,0,12.218605,187.919096,26.727802,0.824557,0.978183,0.200746,175.968992,63.596899,13.016942,8.975328,0.173431,3.072176,14.683151,0.394251
06/03/2019 22:00:00,1.18,35.87438794,21.25564054,1,0,12.196151,187.813635,26.75977,0.82461,0.978056,0.200953,176.2363,63.62363,13.000901,8.971048,0.17341,3.073365,14.673984,0.394458
06/03/2019 23:00:00,1.16,35.87182678,21.25917079,1,0,12.173697,187.708174,26.791738,0.824663,0.977928,0.20116,176.503609,63.650361,12.98486,8.966769,0.17339,3.074554,14.664818,0.394665
07/03/2019 00:00:00,1.06,35.86926563,21.26270104,1,0,12.151243,187.602714,26.823705,0.824717,0.9778,0.201366,176.770917,63.677092,12.968819,8.962489,0.173369,3.075743,14.655652,0.394872
07/03/2019 01:00:00,0.99,35.87037865,21.26936931,1,0,12.128789,187.497253,26.855673,0.82477,0.977673,0.201573,177.038225,63.703823,12.952778,8.958209,0.173349,3.076932,14.646485,0.395079
07/03/2019 02:00:00,0.88,35.87149167,21.27603759,1,0,12.106335,187.391792,26.887641,0.824823,0.977545,0.20178,177.305533,63.730553,12.936737,8.95393,0.173328,3.078121,14.637319,0.395286
07/03/2019 03:00:00,0.8,35.87260469,21.28270586,1,0,12.083881,187.286332,26.919609,0.824876,0.977417,0.201987,177.572841,63.757284,12.920696,8.94965,0.173308,3.07931,14.628153,0.395493
07/03/2019 04:00:00,0.71,35.87371771,21.28937413,1,0,12.061427,187.180871,26.951577,0.824929,0.97729,0.202194,177.84015,63.784015,12.904655,8.945371,0.173287,3.080499,14.618987,0.3957
07/03/2019 05:00:00,0.76,35.87483073,21.2960424,1,0,12.038974,187.07541,26.983545,0.824982,0.977162,0.202401,178.107458,63.810746,12.888614,8.941091,0.173267,3.081688,14.60982,0.395907
07/03/2019 06:00:00,0.71,35.87594376,21.30271068,1,0,12.01652,186.969949,27.015513,0.825036,0.977035,0.202607,178.374766,63.837477,12.872573,8.936812,0.173246,3.082878,14.600654,0.396114
07/03/2019 07:00:00,0.77,35.87705678,21.30937895,1,0,11.994066,186.864489,27.047481,0.825089,0.976907,0.202814,178.642074,63.864207,12.856532,8.932532,0.173226,3.084067,14.591488,0.396321
07/03/2019 08:00:00,0.86,35.8781698,21.31604722,1,0,11.971612,186.759028,27.079449,0.825142,0.976779,0.203021,178.909383,63.890938,12.840491,8.928253,0.173205,3.085256,14.582321,0.396528
07/03/2019 09:00:00,0.83,35.87928282,21.32271549,1,0,11.949158,186.653567,27.111417,0.825195,0.976652,0.203228,179.176691,63.917669,12.82445,8.923973,0.173185,3.086445,14.573155,0.396735
07/03/2019 10:00:00,0.9,35.88039584,21.32938377,1,0,11.926704,186.548107,27.143385,0.825248,0.976524,0.203435,179.443999,63.9444,12.808409,8.919694,0.173164,3.087634,14.563989,0.396942
07/03/2019 11:00:00,0.91,35.88150886,21.33605204,1,0,11.90425,186.442646,27.175353,0.825302,0.976396,0.203642,179.711307,63.971131,12.792368,8.915414,0.173143,3.088823,14.554822,0.397149
07/03/2019 12:00:00,0.97,35.88262188,21.34272031,1,0,11.881796,186.337185,27.207321,0.825355,0.976269,0.203848,179.978615,63.997862,12.776326,8.911135,0.173123,3.090012,14.545656,0.397356
07/03/2019 13:00:00,0.84,35.8837349,21.34938858,1,0,11.859342,186.231724,27.239289,0.825408,0.976141,0.204055,180.245924,64.024592,12.760285,8.906855,0.173102,3.091201,14.53649,0.397563
07/03/2019 14:00:00,0.87,35.88484792,21.35605686,1,0,11.836889,186.126264,27.271257,0.825461,0.976013,0.204262,180.513232,64.051323,12.744244,8.902576,0.173082,3.09239,14.527323,0.39777
07/03/2019 15:00:00,0.81,35.88596094,21.36272513,1,0,11.814435,186.020803,27.303225,0.825514,0.975886,0.204469,180.78054,64.078054,12.728203,8.898296,0.173061,3.093579,14.518157,0.397977
07/03/2019 16:00:00,0.86,35.88707396,21.3693934,1,0,11.791981,185.915342,27.335193,0.825567,0.975758,0.204676,181.047848,64.104785,12.712162,8.894016,0.173041,3.094768,14.508991,0.398184
07/03/2019 17:00:00,0.84,35.88818698,21.37606167,1,0,11.769527,185.809882,27.367161,0.825621,0.975631,0.204882,181.315156,64.131516,12.696121,8.889737,0.17302,3.095957,14.499824,0.398391
07/03/2019 18:00:00,0.92,35.88930001,21.38272995,1,0,11.747073,185.704421,27.399129,0.825674,0.975503,0.205089,181.582465,64.158246,12.68008,8.885457,0.173,3.097146,14.490658,0.398598
07/03/2019 19:00:00,1.02,35.89041303,21.38939822,1,0,11.724619,185.59896,27.431097,0.825727,0.975375,0.205296,181.849773,64.184977,12.664039,8.881178,0.172979,3.098335,14.481492,0.398805
07/03/2019 20:00:00,1.06,35.89152605,21.39606649,1,0,11.702165,185.493499,27.463065,0.82578,0.975248,0.205503,182.117081,64.211708,12.647998,8.876898,0.172959,3.099524,14.472325,0.399012
07/03/2019 21:00:00,1.12,35.89263907,21.40273476,1,0,11.679711,185.388039,27.495033,0.825833,0.97512,0.20571,182.384389,64.238439,12.631957,8.872619,0.172938,3.100713,14.463159,0.399219
07/03/2019 22:00:00,1.16,35.89375209,21.40940304,1,0,11.657257,185.282578,27.527001,0.825886,0.974992,0.205917,182.651697,64.26517,12.615916,8.868339,0.172918,3.101902,14.453993,0.399426
07/03/2019 23:00:00,1.1,35.89486511,21.41607131,1,0,11.634804,185.177117,27.558969,0.82594,0.974865,0.206123,182.919006,64.291901,12.599875,8.86406,0.172897,3.103092,14.444826,0.399633
08/03/2019 00:00:00,1.04,35.89597813,21.42273958,1,0,11.61235,185.071657,27.590936,0.825993,0.974737,0.20633,183.186314,64.318631,12.583834,8.85978,0.172877,3.104281,14.43566,0.39984
08/03/2019 01:00:00,0.94,35.89695981,21.43196771,1,0,11.589896,184.966196,27.622904,0.826046,0.974609,0.206537,183.453622,64.345362,12.567793,8.855501,0.172856,3.10547,14.426494,0.400047
08/03/2019 02:00:00,0.9,35.8979415,21.44119583,1,0,11.567442,184.860735,27.654872,0.826099,0.974482,0.206744,183.72093,64.372093,12.551752,8.851221,0.172836,3.106659,14.417327,0.400254
08/03/2019 03:00:00,0.86,35.89892318,21.45042396,1,0,11.544988,184.755274,27.68684,0.826152,0.974354,0.206951,183.988238,64.398824,12.53571,8.846942,0.172815,3.107848,14.408161,0.400461
08/03/2019 04:00:00,0.7,35.89990487,21.45965208,1,0,11.522534,184.649814,27.718808,0.826205,0.974227,0.207158,184.255547,64.425555,12.519669,8.842662,0.172795,3.109037,14.398995,0.400668
08/03/2019 05:00:00,0.81,35.90088655,21.46888021,1,0,11.50008,184.544353,27.750776,0.826259,0.974099,0.207364,184.522855,64.452285,12.503628,8.838382,0.172774,3.110226,14.389828,0.400875
08/03/2019 06:00:00,0.71,35.90186823,21.47810833,1,0,11.477626,184.438892,27.782744,0.826312,0.973971,0.207571,184.790163,64.479016,12.487587,8.834103,0.172753,3.111415,14.380662,0.401082
08/03/2019 07:00:00,0.8,35.90284992,21.48733646,1,0,11.455172,184.333432,27.814712,0.826365,0.973844,0.207778,185.057471,64.505747,12.471546,8.829823,0.172733,3.112604,14.371496,0.401289
08/03/2019 08:00:00,0.8,35.9038316,21.49656458,1,0,11.432719,184.227971,27.84668,0.826418,0.973716,0.207985,185.324779,64.532478,12.455505,8.825544,0.172712,3.113793,14.362329,0.401496
08/03/2019 09:00:00,0.97,35.90481328,21.50579271,1,0,11.410265,184.12251,27.878648,0.826471,0.973588,0.208192,185.592088,64.559209,12.439464,8.821264,0.172692,3.114982,14.353163,0.401703
08/03/2019 10:00:00,0.97,35.90579497,21.51502083,1,0,11.387811,184.017049,27.910616,0.826524,0.973461,0.208399,185.859396,64.58594,12.423423,8.816985,0.172671,3.116171,14.343997,0.40191
08/03/2019 11:00:00,0.9,35.90677665,21.52424896,1,0,11.365357,183.911589,27.942584,0.826578,0.973333,0.208605,186.126704,64.61267,12.407382,8.812705,0.172651,3.11736,14.33483,0.402117
08/03/2019 12:00:00,0.95,35.90775834,21.53347708,1,0,11.342903,183.806128,27.974552,0.826631,0.973205,0.208812,186.394012,64.639401,12.391341,8.808426,0.17263,3.118549,14.325664,0.402324
08/03/2019 13:00:00,0.97,35.90874002,21.54270521,1,0,11.320449,183.700667,28.00652,0.826684,0.973078,0.209019,186.661321,64.666132,12.3753,8.804146,0.17261,3.119738,14.316498,0.402531
08/03/2019 14:00:00,0.88,35.9097217,21.55193333,1,0,11.297995,183.595206,28.038488,0.826737,0.97295,0.209226,186.928629,64.692863,12.359259,8.799867,0.172589,3.120927,14.307332,0.402738
08/03/2019 15:00:00,0.8,35.91070339,21.56116146,1,0,11.275541,183.489746,28.070456,0.82679,0.972823,0.209433,187.195937,64.719594,12.343218,8.795587,0.172569,3.122117,14.298165,0.402945
08/03/2019 16:00:00,0.88,35.91168507,21.57038958,1,0,11.253087,183.384285,28.102424,0.826843,0.972695,0.20964,187.463245,64.746325,12.327177,8.791308,0.172548,3.123306,14.288999,0.403152
08/03/2019 17:00:00,0.79,35.91266675,21.57961771,1,0,11.230634,183.278824,28.134392,0.826897,0.972567,0.209846,187.730553,64.773055,12.311136,8.787028,0.172528,3.124495,14.279833,0.403359
08/03/2019 18:00:00,0.84,35.91364844,21.58884583,1,0,11.20818,183.173364,28.16636,0.82695,0.97244,0.210053,187.997862,64.799786,12.295094,8.782749,0.172507,3.125684,14.270666,0.403566
08/03/2019 19:00:00,0.97,35.91463012,21.59807396,1,0,11.185726,183.067903,28.198328,0.827003,0.972312,0.21026,188.26517,64.826517,12.279053,8.778469,0.172487,3.126873,14.2615,0.403773
08/03/2019 20:00:00,0.92,35.91561181,21.60730208,1,0,11.163272,182.962442,28.230296,0.827056,0.972184,0.210467,188.532478,64.853248,12.263012,8.774189,0.172466,3.128062,14.252334,0.40398
08/03/2019 21:00:00,1.05,35.91659349,21.61653021,1,0,11.140818,182.856981,28.262264,0.827109,0.972057,0.210674,188.799786,64.879979,12.246971,8.76991,0.172446,3.129251,14.243167,0.404187
08/03/2019 22:00:00,0.99,35.91757517,21.62575833,1,0,11.118364,182.751521,28.294232,0.827162,0.971929,0.21088,189.067094,64.906709,12.23093,8.76563,0.172425,3.13044,14.234001,0.404394
08/03/2019 23:00:00,1.09,35.91855686,21.63498646,1,0,11.09591,182.64606,28.3262,0.827216,0.971801,0.211087,189.334403,64.93344,12.214889,8.761351,0.172404,3.131629,14.224835,0.404601
09/03/2019 00:00:00,1.1,35.91953854,21.64421458,1,0,11.073456,182.540599,28.358167,0.827269,0.971674,0.211294,189.601711,64.960171,12.198848,8.757071,0.172384,3.132818,14.215668,0.404807
09/03/2019 01:00:00,1.08,35.91674093,21.64358129,1,0,11.051002,182.435139,28.390135,0.827322,0.971546,0.211501,189.869019,64.986902,12.182807,8.752792,0.172363,3.134007,14.206502,0.405014
